Name	Set	ImageFile	Subtitle	Cost	Requires	Provides	Fighting	Power	Body	Text	Flavor	Comments	Artist	Type	Category	Edition	NoMax	Designators
Hoosegow Jackson (2350)	shurikensandsixguns	hoosegow_jackson_ssg	Desperate Outlaw	0	{dra}{dra}{dra}	{dra}	4	0	0	Unique. Guts. When you play this card, immediately start an auction by bidding exactly one Power. The winning bidder is considered to have played this card.			Matthew Laznicka	Character	Dragons	Rare	N	 hoosegow jackson desperate outlaw 
The Honorable Earl Mason (2349)	shurikensandsixguns	the_honorable_earl_mason_ssg	Hangin' Judge	2	{asc}{asc}	{asc}	2	0	0	Unique. Turn, target a Character, and pay that Character's cost :: Smoke target.	"The law 'round here is whatever I say it is."		Mike Jackson	Character	Ascended	Rare	N	 the honorable earl mason hangin judge 
High Noon (2348)	shurikensandsixguns	high_noon_ssg	Event	1	{han}{han}		0	0	0	Limited. Faceoff. Turn a Character you control and target an opponent's Character with Fighting no lower than two less than yours. Put the loser's Character in the winner's burned-for-victory pile.	Eventually, it must come down to this.		Matt Bober	Event	Guiding Hand	Uncommon	N	 high noon 
Hideout (2347)	shurikensandsixguns	hideout_ssg	Site	0			0	0	4	Attacks cannot be declared against Characters at this location unless you control no other legal targets.	"Yeah, we're surrounded all right. Now, you gonna call or fold?"		Scott Reeves	Site	Unaligned	Uncommon	N	 hideout 
Gunslinger (2346)	shurikensandsixguns	gunslinger_ssg	Pledged Assassin	3	{asc}	{asc}	3	0	0	Turn to enter a Faceoff with target Character. The winner gains 1 Power.	"By the time you draw, you'll already have six bullets in you."		Cristian Saksida	Character	Ascended	Common	N	 gun guns linger pledged assassin 
Gunboat Diplomacy (2345)	shurikensandsixguns	gunboat_diplomacy_ssg	Edge	1	{asc}{asc}{asc}		0	0	0	Limited. When an opponent turns a non-Character card, you may inflict 1 damage on any card he or she controls.			Bryant Griffin	Edge	Ascended	Uncommon	N	 gun boat diplomacy 
The Golden Spike (2344)	shurikensandsixguns	the_golden_spike_ssg	Railroad Event	1			0	0	0	One-Shot. Play if you have at least three columns in your Site structure. You may immediately play a card from your smoked pile at no cost, regardless of type.	When it was hammered in, it created the world's longest feng shui site.		Flavio Augusto	Event	Unaligned	Rare	N	 the golden spike railroad 
Gamma Beast (2343)	shurikensandsixguns	gamma_beast_ssg	Third-Generation Abomination	3		{arc}	2	0	0	+1 Fighting for each <Abomination> in play.	At Dao Biotech, Boatman started recreating arcanoscience.		Chris Quilliams	Character	Architects of the Flesh	Common	N	 gamma beast third generation abomination 
Gambler (2342)	shurikensandsixguns	gambler_ssg	Lucky Bastard	3	{dra}	{dra}	3	0	0	Twice a turn, you may flip a coin :: Heads: this card gains +2 Fighting until the end of the turn. Tails: it takes 1 damage.	Lucky to be alive.		Matt Bober	Character	Dragons	Common	N	 gambler lucky bastard 
Frenzy of the Shark (2341)	shurikensandsixguns	frenzy_of_the_shark_ssg	Lodge Killers	4	{asc}{asc}	{asc}	6	0	0	Toughness: 1 against damaged Characters. +X Fighting. X= the number of damaged Characters in play.			Flavio Augusto	Character	Ascended	Uncommon	N	 frenzy shark lodge killer killers 
Flesh Eater (2340)	shurikensandsixguns	flesh_eater_ssg	Bloodthirsty Demon	3	{lot}	{lot}	4	0	0	Regenerate. When this card reduces a Site's Body to 0, you may return a card from your smoked pile to your hand.	"Nobody goes out alone after dark anymore."		Quinton Hoover	Character	Eaters of the Lotus	Common	N	 flesh eater bloodthirsty demon 
Fistful of Dollars (2339)	shurikensandsixguns	fistful_of_dollars_ssg	Edge	1	{asc}{asc}		0	0	0	At the beginning of each opponent's Main Shot, he or she may place a counter on this card to gain 1 Power. Turn and remove X counters :: Gain X Power.			Cristian Saksida	Edge	Ascended	Uncommon	N	 fistful dollar dollars 
Fire Woman (2338)	shurikensandsixguns	fire_woman_ssg	Crazed Pyromaniac	1	{jam}	{jam}	1	0	0	+1 Fighting for each damaged Feng Shui Site you control.	Pyromania is a cruel and hungry mistress.		Matt Bober	Character	Jammers	Common	N	 fire woman crazed pyromaniac 
Fire Ants (2337)	shurikensandsixguns	fire_ants_ssg	Deadly Insects	1		{mon}	1	0	0	No Max. +X damage to Characters. X= the number of other attacking "Fire Ants".	March. Scorch. Feed.		Matt Bober	Character	Four Monarchs	Common	Y	 fire ant ants deadly insect insects 
Fermat's Last Stand (2335)	shurikensandsixguns	fermats_last_stand_ssg	Event	1	{pur}{pur}		0	0	0	All Characters you control gain +1 Fighting until they leave play, then take 1 damage.	"Under extreme duress, our deepest truths are revealed."		Mike Jackson	Event	Purists	Uncommon	N	 fermat fermats last stand 
Fermat's Soldiers (2336)	shurikensandsixguns	fermats_soldiers_ssg	Secret Shock Troops	4	{pur}{pur}	{pur}	6	0	0	Ambush against Characters controlled by players who control more cards than you.	"With a few loyal men to carry out my brilliant plans, I will be unstoppable!"		Mike Jackson	Character	Purists	Uncommon	N	 fermat fermats soldier soldiers secret shock troop troops 
Fastest Gun in the West (2334)	shurikensandsixguns	fastest_gun_in_the_west_ssg	State	2	{dra}{dra}		0	0	0	Unique. Subject Character gains Ambush.	"Walk away, kid. Just walk away."		Michael Grills	State	Dragons	Uncommon	N	 fastest gun  west 
Exiled Monk (2333)	shurikensandsixguns	exiled_monk_ssg	Shaolin Outcast	3	{han}	{han}{chi}	4	0	0	Heal this card at the end of each attack.	"I have been away for a long time, but I still remember what I learned."		Matthew Laznicka	Character	Guiding Hand	Common	N	 exiled monk shaolin outcast 
Elephant Gun (2331)	shurikensandsixguns	elephant_gun_pr	State	2			0	0	0	Weapon. Subject Character inflicts +5 damage.	"Even Katie was impressed."		Chris Chuckry	State	Unaligned	Promo	N	 elephant gun  
Evacuation: 2066 (2332)	shurikensandsixguns	evacuation_2066_ssg	Event	0	{arc}{arc}		0	0	0	Sacrifice X Characters :: Unturn X Characters.	"You misunderstand, doctor. You are Plan B."		Flavio Augusto	Event	Architects of the Flesh	Uncommon	N	 evacuation: 2066 
Echo and Silence (2330)	shurikensandsixguns	echo_and_silence_ssg	Twin Assassins	4	{syn}{syn}{tek}	{syn}{chi}	5	0	0	Unique. Ambush. If they inflict combat damage during the Ambush period, they also inflict combat damage at the normal time.			Cristian Saksida	Character	Syndicate	Rare	N	 echo silence twin assassin assassins 
Dust Storm (2329)	shurikensandsixguns	dust_storm_ssg	Event	1	{lot}		0	0	0	Play during an attack :: The first interceptor currently assigned to each attacker ceases intercepting.	"There ain't much to see out there at the best of times."		Chris Quilliams	Event	Eaters of the Lotus	Common	N	 dust storm 
Dr. Quentin Higginsbotham (2328)	shurikensandsixguns	dr_quentin_higginsbotham_ssg	Weirder Scientist	1	{jam}{jam}	{jam}{tek}	1	0	0	Unique. Turn :: Reveal all front-row Sites and rearrange each player's front-row Sites. This may change the target of an attack.			Ed Cox	Character	Jammers	Rare	N	 dr quentin higginsbotham weirder scientist 
Dr. Curtis Boatman (2327)	shurikensandsixguns	dr_curtis_boatman_ssg	Corporate Scientist Mastermind	3	{arc}{arc}{arc}{arc}	{arc}{tek}{mag}	4	0	0	Unique. Opponents must pay you 1 Power to declare attackers against your cards. All <Arcano> and <Abomination> Characters you control gain +1 Fighting.	"It's not the world, but it will do."		Oliver Specht	Character	Architects of the Flesh	Rare	N	 dr curti curtis boatman corporate scientist mastermind 
Donner Lake (2326)	shurikensandsixguns	donner_lake_ssg	Feng Shui Site	0			0	1	6	Unique. At the beginning of your Main Shot, all Characters at this location gain +1 Fighting until they leave play and you must sacrifice a Character at this location.	Men like to believe that they're not savages.		Mike Kimble	Site	Feng Shui Site	Rare	N	 donner lake 
Devil's Rope (2324)	shurikensandsixguns	devils_rope_ssg	State	1	{lot}		0	0	0	Schtick. Play on a Site. Once per turn, you may sacrifice a Character at this location to place X counters on Devil's Rope. X= that Character's Fighting. Remove a counter :: Inflict 1 damage on any Character at this location.			Ed Cox	State	Eaters of the Lotus	Promo	N	 devil devils rope 
Dog Soldiers (2325)	shurikensandsixguns	dog_soldiers_ssg	Thunder Braves	3	{mon}	{mon}	4	0	0	When this card turns to attack, you may unturn a Power-generating Site you control. (No card can unturn another card more than once a turn.)			Cristian Saksida	Character	Four Monarchs	Common	N	 dog soldier soldiers thunder brav brave braves 
Devil's Mountain (2323)	shurikensandsixguns	devils_mountain_ssg	Feng Shui Site	0			0	1	6	Unique. Turn to redirect all damage inflicted on a Site by a single source to a Character you control.	Animals stay away. Men aren't always so smart.		Rob Alexander	Site	Feng Shui Site	Rare	N	 devil devils mountain 
Detonating Corpses (2322)	shurikensandsixguns	detonating_corpses_ssg	Event	1	{lot}{mag}		0	0	0	Play when a Character you control is smoked by combat damage. All opponents' Characters at that location take damage equal to the smoked Character's printed Fighting.	"The dead will serve - one way or another."		Dan Harding	Event	Eaters of the Lotus	Common	N	 detonating corps corpse corpses 
Demon Whiskey (2321)	shurikensandsixguns	demon_whiskey_ssg	Rotgut Horde	3		{lot}	3	0	0	When an opponent burns a Site, you may return this card to play from your smoked pile.	"I'm telling you, that stuff will kill you."		Matthew Laznicka	Character	Eaters of the Lotus	Common	N	 demon whiskey rotgut horde 
Daughter of Flame (2320)	shurikensandsixguns	daughter_of_flame_ssg	Fire Assassin	4	{mon}{mon}	{mon}	6	0	0	Assassinate. When this card attacks, its target's controller must discard two cards at random.	She meant for cleansing flames to burn the fog from San Francisco.		Ed Cox	Character	Four Monarchs	Uncommon	N	 daughter flame fire assassin 
Dan Dammer, Jammer Slammer (2318)	shurikensandsixguns	dan_dammer_jammer_slammer_ssg	Fanatic Cop	4	{arc}{arc}	{arc}	6	0	0	Unique. Guts. Toughness: 3 against {jam} cards. Not affected by {jam} Events.	The Buro's toughest cop also had the highest-rated show on the Cop Channel.		Cristian Saksida	Character	Architects of the Flesh	Promo	N	 dan dammer jammer slammer fanatic cop 
Data Theft (2319)	shurikensandsixguns	data_theft_ssg	Event	0	{syn}		0	0	0	Turn a {syn} Character you control and target a player :: Reveal the top 3 cards of that player's deck. You may play one of those cards at normal cost, regardless of type, and replacing each resource requirement with {tek}.	"Whatever you know, so do we."		Banu Adhimuka	Event	Syndicate	Uncommon	N	 data theft 
Curse of Discord (2317)	shurikensandsixguns	curse_of_discord_ssg	Event	1	{mag}{mag}		0	0	0	Target two interceptors :: Inflict damage on each equal to the other's Fighting.	"Brother will fight brother. It is the way of things."		Ed Cox	Event	Magic	Common	N	 curse discord 
Coyote Clan Scavengers (2315)	shurikensandsixguns	coyote_clan_scavengers_ssg	Transformed Animals	2		{asc}	2	0	0	Ambush against Characters with resource conditions.	"How can the Lodge keep its power if we cannot prevent entire bloodlines from going feral?"		Flavio Augusto	Character	Ascended	Common	N	 coyote clan scavenger scavengers transformed animal animals 
Crazed Preacher (2316)	shurikensandsixguns	crazed_preacher_ssg	Dangerous Zealot	2	{pur}{pur}	{pur}	2	0	0	Sacrifice this card and turn two Sites you control :: Smoke all non-Unique Characters at his location.	"Why bother to repent? The end is upon us right now."		Matthew Laznicka	Character	Purists	Common	N	 crazed preacher dangerou dangerous zealot 
Corrupt Land Agent (2314)	shurikensandsixguns	corrupt_land_agent_ssg	Pledged Flim-Flam Man	1	{asc}	{asc}	1	0	0	Turn when an opponent plays a Site :: Gain 1 Power.	"By the time we learned he didn't own the Baxter Mine, he was probably halfway to Bolivia."		Matthew Laznicka	Character	Ascended	Common	N	 corrupt land agent pledged flim flam man 
Corporate Hacker (2313)	shurikensandsixguns	corporate_hacker_ssg	Sleep-Deprived Operator	1	{syn}	{syn}{tek}	1	0	0	Turn to look at the top three cards of an opponent's deck. You may put one of those cards on the bottom of the deck, and return the other two to the top of the deck in any order.			Zak Hennessey	Character	Syndicate	Uncommon	N	 corporate hacker sleep deprived operator 
Children of the Sharp Knives (2312)	shurikensandsixguns	children_of_the_sharp_knives_ssg	Self-Destructive Cultists	2	{pur}	{pur}	4	0	0	Cannot turn to heal. Inflict 1 damage on this card at the end of your Main Shot.	"It's time, little poppet."		Oliver Castaneda	Character	Purists	Common	N	 children sharp kniv knive knives self destructive cultist cultists 
Celestials (2310)	shurikensandsixguns	celestials_ssg	Chinatown Secret Society	2		{han}{chi}	2	0	0	You may play this card at no cost during an attack by an opponent who is one Feng Shui Site away from victory. +1 Fighting while you control any Unique Characters.			Oliver Castaneda	Character	Guiding Hand	Common	N	 celestial celestials chinatown secret society 
Chain Lightning (2311)	shurikensandsixguns	chain_lightning_ssg	Thunder Event	2	{mon}{mag}		0	0	0	Target four Characters :: Inflict 4 damage on one, 3 on another, 2 on another, and 1 on the last.	Huan Ken's fury is truly a sight to behold - from a safe distance.		Mike Jackson	Event	Four Monarchs	Uncommon	N	 chain lightning thunder 
Cavalry Regiment (2309)	shurikensandsixguns	cavalry_regiment_ssg	Horseback Heroes	3	{dra}{dra}	{dra}	3	0	0	Independent. When you play this card from your hand, you may choose a Character :: Unturn that Character, and it gains Independent until the end of the turn.			Oliver Castaneda	Character	Dragons	Common	N	 cavalry regiment horseback hero heroe heroes 
Bountiful Fields (2307)	shurikensandsixguns	bountiful_fields_ssg	Feng Shui Site	0			0	1	8	Once per turn when you play a State, you may draw a card.	In a land of plenty, many things can be harvested.		Oliver Castaneda	Site	Feng Shui Site	Uncommon	N	 bountiful field fields 
Bridge of Birds (2308)	shurikensandsixguns	bridge_of_birds_ssg	Edge	0	{sev}{sev}		0	0	0	You may play Characters during other players' Main Shots.	The Seven Masters come and go for their own reasons, and in their own ways.		Matt Bober	Edge	Seven Masters	Uncommon	N	 bridge bird birds 
Boot Hill (2306)	shurikensandsixguns	boot_hill_ssg	Feng Shui Site	0			0	1	7	Limited. If any opponent is closer to victory than you, turn and discard a Character that is not a foundation :: Gain 1 Power.	Most gunfighters end up here, with a body full of lead.		Mike Kimble	Site	Feng Shui Site	Uncommon	N	 boot hill 
BoneChill (2305)	shurikensandsixguns	bonechill_ssg	Reprogrammed Pawn	4	{arc}{arc}	{arc}	6	0	0	When this card enters play, you may immediately toast a Character in an opponent's smoked pile. This card's printed rules text copies that of the toasted Character.			Dan Murray	Character	Architects of the Flesh	Uncommon	N	 bone chill reprogrammed pawn 
Boiler Room (2304)	shurikensandsixguns	boiler_room_ssg	Mad Science Site	2	{jam}	{jam}	0	1	5	Limited. If this Site is in your front row, turn it and discard a card at random :: Gain 1 Power.	"Emergency pressure release valve? Don't think we've got one. Why?"		Mike Jackson	Site	Jammers	Uncommon	N	 boiler room mad science 
Bloody Herd (2303)	shurikensandsixguns	bloody_herd_ssg	Vampire Cattle	3	{lot}{lot}	{lot}	4	0	0	Toughness: 1. Prior to combat with a Character, you may copy the rules text of that Character onto this card until it leaves play or until it copies another card this way.			Mike Jackson	Character	Eaters of the Lotus	Uncommon	N	 bloody herd vampire cattle 
Blood Eagles (2302)	shurikensandsixguns	blood_eagles_ssg	Abomination Scouts	3	{arc}	{arc}	4	0	0	When this card turns to attack, you may give another Character Ambush and +1 damage until the end of the attack.	"Damned things smell you from a mile above..."		Ed Cox	Character	Architects of the Flesh	Common	N	 blood eagl eagle eagles abomination scout scouts 
Big Red Barn (2299)	shurikensandsixguns	big_red_barn_ssg	Feng Shui Site	0			0	1	7	+2 Body for each Character you control.	A farm needs good chi as much as it does workers.		Mike Jackson	Site	Feng Shui Site	Common	N	 big red barn 
Blasting Crew (2301)	shurikensandsixguns	blasting_crew_ssg	Railroad Workers	3	{jam}	{jam}	4	0	0	When this card turns to attack, inflict 2 damage on all Sites at the location of its target.	"Wait, you'll pay us to do this?"		Oliver Castaneda	Character	Jammers	Common	N	 blasting crew railroad worker workers 
Black Ophir (2300)	shurikensandsixguns	black_ophir_ssg	Gorilla Bartender	5	{jam}{jam}{jam}	{jam}	7	0	0	Unique. Cannot be intercepted by Characters whose Fighting is lower than this card's.	"Water? What kinda saloon you think this is?"		Matt Bober	Character	Jammers	Rare	N	 black ophir gorilla bartender 
Avenging Darkness (2297)	shurikensandsixguns	avenging_darkness_ssg	Vengeance Spirit	0	{mon}	{mon}	2	0	0	Unique. Uncopyable. Ambush. Play only when an opponent burns a Feng Shui Site you control. If Avenging Darkness would successfully inflict combat damage on a card, toast that card instead.			Oliver Castaneda	Character	Four Monarchs	Uncommon	N	 avenging darkness darknes darkne darkn vengeance spirit 
Bait and Switch (2298)	shurikensandsixguns	bait_and_switch_ssg	Event	1	{syn}{syn}		0	0	0	Play during an attack you declared, when you no longer control any attackers. Turn a Character you control :: The attack does not end. Instead, that Character becomes an attacker.			Oliver Castaneda	Event	Syndicate	Common	N	 bait switch 
Arcanovirus (2296)	shurikensandsixguns	arcanovirus_ssg	Event	1	{arc}{arc}		0	0	0	Target a Character with a printed numerical Fighting of 5 or less :: Smoke target. Alternately, pay 2 additional Power :: Smoke all Characters with a printed numerical Fighting of 5 or less.	Boatman simply took over Dao Biotech.		Oliver Castaneda	Event	Architects of the Flesh	Uncommon	N	 arcano viru virus 
Anastasia (2295)	shurikensandsixguns	anastasia_ssg	Orphan Ice Ward	4	{mon}{mon}{mon}{mag}	{mon}{mag}	7	0	0	Unique. When this card smokes a Character by inflicting combat damage, you may heal a card. (Including this one.)	Pi Tui took pity on her, once.		Matthew Laznicka	Character	Four Monarchs	Rare	N	 anastasia orphan ice ward 
Agathon's Deputies (2293)	shurikensandsixguns	agathons_deputies_ssg	Demon Cops	2	{lot}	{lot}	3	0	0	Regenerate. If you control no other <Demon>, <Police>, or <Cop> cards at the end of your Main Shot, smoke this card.	Don't cry for help too loudly. They may just answer.		Cristian Saksida	Character	Eaters of the Lotus	Common	N	 agathon agathons deputy deput deputies demon cop cops 
Agent Tanaka (2294)	shurikensandsixguns	agent_tanaka_ssg	CDCA Ninja	3	{arc}	{arc}	4	0	0	Unique. Ambush. Assassinate.	"I no longer have the power I once did. That does not mean I am without resources." - Curtis Boatman		Oliver Castaneda	Character	Architects of the Flesh	Rare	N	 agent tanaka cdca ninja 
Blade Palm (2432)	promos	blade_palm_pr	Event	2	{chi}{chi}					Return target card to owner's hand.	The ancient art of the Blade Palm is known by few, but feared by all.		Brian Rood	Event	Chi	Promo	N	 blade palm 
Burned for Victory (2433)	promos	burned_for_victory_pr	Former Feng Shui Site					0	0	This card is to be put into your Burned for Victory pile.\r\nIt counts towards victory.	Sic transit gloria mundi.		Max Hufnagel	Other	Unaligned	Promo	N	 burned victory former 
Katie Kincaid (2434)	promos	katie_kincaid_pr	Gunfighter	4	{dra}{dra}	{dra}	6			Unique.  If Katie Kincaid is the subject of a Gun State, flip a coin when she enters combat.  Heads: she gains Ambush until the end of combat.		Alternate-art topless promo.	Edward Beard, Jr.	Character	Dragons	Promo	N	 katie kincaid gun fighter 
Silver Band (2435)	promos	silver_band_pr	Legion of Supporters	3	{dra}{dra}{dra}	{dra}	5	0	0		Separately, they pretty good.  Together, they're a whirlwind.	Alternate-art promo.  Given to Silver Band (demo team) members.	Stephen Snyder	Character	Dragons	Promo	N	 silver band legion supporter supporters 
Sting of the Scorpion (2436)	promos	sting_of_the_scorpion_pr	Lodge Assassin	3	{asc}{asc}	{asc}	4	0	0	Assassinate.  Has Ambush against the target of her attack until the end of the turn she enters play.	Her victims die <i>very</i> happy, if that's any consolation.	Alternate-art topless promo.	Edward Beard, Jr.	Character	Ascended	Promo	N	 sting scorpion lodge assassin 
Who Wants Some? (2437)	promos	who_wants_some_rw_pr								Player # _________\r\n\r\nSignature ________		Scorekeeping card from the convention-long Who Wants Some format.  Printed in 2000 and 2003.	Brian Snoddy	Other	Unaligned	Promo	N	 who want wants some 
Zhu Maichen (3303)	criticalshift	zhu_maichen_cs	Martial Arts Mastermind	4	{han}{han}	{han}{chi}	6	0	0	Unique. When this card enters combat with a Character, you may inflict damage equal to that Character's cost on any other Character at this location.			Michael Dixon	Character	Guiding Hand	Rare	N	 zhu maichen martial art arts mastermind 
Zheng Yi Quan (3302)	criticalshift	zheng_yi_quan_cs	Master of the World	7	{dra}{dra}{dra}{dra}{dra}	{dra}{dra}{chi}	10	0	0	Unique. Guts. Your opponents cannot generate effects from Feng Shui Sites, but you do so as if you controlled those Sites. (This does not allow you to reveal unrevealed Sites.)			Patrick McEvoy	Character	Dragons	Rare	N	 zheng yi quan master world 
Zero-G Sumo (3301)	criticalshift	zerog_sumo_cs	Enhanced Colonist	3	{syn}{tek}	{syn}{tek}	4	0	0	Toughness: X. X= the number of Unique and Limited Sites controlled by opponents.	Mass times acceleration is still force.		Mike Jackson	Character	Syndicate	Uncommon	N	 zero g sumo enhanced colonist 
Xu Mei, The Dragon (3300)	criticalshift	xu_mei_the_dragon_cs	Cybernetic Martial Arts Master	7	{syn}{syn}{syn}{syn}{tek}	{syn}{tek}{chi}	8	0	0	Unique. Ambush. Other Characters you control cannot be intercepted.	"The understanding that comes from designing your own cyberware will allow your chi to flow properly."		Dan Murray	Character	Syndicate	Rare	N	 xu mei the dragon cybernetic martial art arts master 
Willow Step (3298)	criticalshift	willow_step_cs	Event	0	{chi}{chi}		0	0	0	Reload: 1. Target a Character that is about to enter combat :: Target gains Toughness: 2 until the end of combat.	"Be where your enemy isn't."		Kevin Wasden	Event	Chi	Uncommon	N	 willow step 
Xin Ji Yang (3299)	criticalshift	xin_ji_yang_cs	Evil Princess	4	{lot}{lot}	{lot}{mag}{mag}	5	0	0	Unique. When this card turns to attack, inflict 1 damage each on up to X target cards. X= the number of {mag} cards you control.			Yoseph Ade Setiawan	Character	Eaters of the Lotus	Rare	N	 xin ji yang evil princes princess 
The Unspoken Name (3296)	criticalshift	the_unspoken_name_cs	Pledged Renegade	4	{asc}{asc}{asc}{asc}	{asc}	8	0	0	Unique. Unturn this card when an auction occurs.	"The Pledged lack direction. They are a tool waiting for a hand to grasp them."		Mike Jackson	Character	Ascended	Rare	N	 the unspoken name pledged renegade 
Wailing Apparition (3297)	criticalshift	wailing_apparition_cs	Vengeful Ghost	1		{lot}{mag}	1	0	0	Turn and maintain and target an opponent's Character :: Target cannot be healed.	Her haunting cry lets no one rest.		Chris Quilliams	Character	Eaters of the Lotus	Common	N	 wailing apparition vengeful ghost 
Twelve Thousand Skulls (3295)	criticalshift	twelve_thousand_skulls_cs	Edge	2	{lot}{lot}		0	0	0	Unique. When an opponent's Character is smoked, you may give a Character you control +1 Fighting until it leaves play.			Chris Quilliams	Edge	Eaters of the Lotus	Uncommon	N	 twelve thousand skull skulls 
Turing Machine (3294)	criticalshift	turing_machine_cs	Chi-Hating Silicon	3	{jam}	{jam}	4	0	0	When a Site is smoked or burned, this card gains +1 Fighting until it leaves play.	Potemkin found a use for the crude, angry AIs they'd stolen.		Dan Murray	Character	Jammers	Common	N	 turing machine chi hating silicon 
Turbo Boost (3293)	criticalshift	turbo_boost_cs	Event	0	{jam}{tek}		0	0	0	Limited. Until the end of the turn, target Character gains Mobility and +2 damage.	"What do you mean there's no off switch?"		Dan Murray	Event	Jammers	Common	N	 turbo boost 
True Believer (3292)	criticalshift	true_believer_cs	Indoctrinated Pawn	1		{pur}{mag}	1	0	0	When this card leaves play, you may give target Character -1 damage until the end of the turn.	To become a Purist, one must understand that madness is just the price of entry.		Chris Quilliams	Character	Purists	Common	N	 true believer indoctrinated pawn 
Triumphant Heroes (3291)	criticalshift	triumphant_heroes_cs	Event	0	{dra}{dra}		0	0	0	Return a non-Unique foundation Character from your smoked pile to play.	When the Purists' plans went awry, Zheng Yi Quan attuned to every feng shui site in the world at once.		Chris Watkins	Event	Dragons	Common	N	 triumphant hero heroe heroes 
Three Days to Retirement (3290)	criticalshift	three_days_to_retirement_cs	Cop State	1	{dra}		0	0	0	Limited. Schtick. All effects that could legally target subject Character must target it if they target any Character you control.	"Just this last case, and I'm done."		Brian England	State	Dragons	Uncommon	N	 three day days retirement cop 
Temporal Anomaly (3289)	criticalshift	temporal_anomaly_cs	Event	1	{pur}{pur}{mag}		0	0	0	Choose an Edge in your smoked pile or pay the cost of an Edge in an opponent's smoked pile :: Return that Edge to play under your control.	Sometimes, everything happens at once anyway.		Kevin Wasden	Event	Purists	Uncommon	N	 temporal anomaly 
Summer Fire Palace (3286)	criticalshift	summer_fire_palace_cs	Netherworld Site	2	{mon}{mon}	{mon}{mag}{chi}	0	1	7	Unique. When an attack you declared ends, you may inflict 2 damage on any card.			Dan Murray	Site	Four Monarchs	Rare	N	 summer fire palace netherworld 
Symphonic Disciples (3287)	criticalshift	symphonic_disciples_cs	Insane Orchestra	1		{pur}	1	0	0	When this card is smoked by an opponent, you may smoke target Edge.	They once spent seven and a half hours tuning up.		Patrick McEvoy	Character	Purists	Common	N	 symphonic discipl disciple disciples insane orchestra 
Taiko Drummer (3288)	criticalshift	taiko_drummer_cs	Martial Arts Student	2	{han}	{han}{chi}	2	0	0	Sacrifice :: All your Characters gain +X Fighting until the end of the turn. X= the number of Feng Shui Sites you control minus the number of cards in your Burned for Victory pile.			Mike Jackson	Character	Guiding Hand	Common	N	 taiko drummer martial art arts student 
Street Sensei (3284)	criticalshift	street_sensei_cs	Hood Martial Artist	2		{syn}{chi}	2	0	0	Influence: 1	He's forgotten more about combat than you'll ever learn.		Brian England	Character	Syndicate	Common	N	 street sensei hood martial artist 
Stunt Driving (3285)	criticalshift	stunt_driving_cs	Death-Defying Event	1	{dra}		0	0	0	Target Character gains Guts and +2 Fighting until the end of the turn.	You're not doing it right unless at least two wheels are off the ground.		Dan Murray	Event	Dragons	Common	N	 stunt driving death defying 
Squadron-Leader Holz (3283)	criticalshift	squadronleader_holz_cs	Retired Soldier	4	{arc}{arc}	{arc}	6	0	0	Unique. Takes no damage from cards that provide more than 1 resource.	When presented with no options, the best soldiers make their own.		Mike Jackson	Character	Architects of the Flesh	Rare	N	 squadron leader holz retired soldier 
Solar Flare (3281)	criticalshift	solar_flare_cs	Event	1			0	0	0	If you have {mag} {mag} you may inflict 4 damage on target Character. If you have {chi} {chi} you may heal 4 damage from target card. If you have {tek} {tek} you may reveal and/or turn up to 4 target Sites.			Chris Quilliams	Event	Unaligned	Common	N	 solar flare 
Soul of the Wolf (3282)	criticalshift	soul_of_the_wolf_cs	State	1	{asc}{asc}		0	0	0	Subject Character gains Stealth and +1 Fighting.	"We all have fangs; some of us just need to sharpen them."		Chris Quilliams	State	Ascended	Common	N	 soul wolf 
Shard of the Molten Heart (3277)	criticalshift	shard_of_the_molten_heart_cs	Triumvirate Relic Edge	1	{mon}		0	0	0	Unique. Uncopyable. Your other {mon} Edges are not affected by Events. Turn and maintain :: Cancel target Edge.			Alex McVey	Edge	Four Monarchs	Promo	N	 shard molten heart triumvirate relic 
Smugglers (3280)	criticalshift	smugglers_cs	Black-Market Operators	1	{dra}	{dra}	1	0	0	Turn when a Character you control is smoked :: Gain 1 Power.	To live outside the law, you must be honest.		Banu Adhimuka	Character	Dragons	Common	N	 smuggler smugglers black market operator operators 
Silverback (3279)	criticalshift	silverback_cs	Revolutionary Monkey Leader	5	{jam}{jam}{jam}{tek}	{jam}{tek}	8	0	0	Unique. Pay Power equal to the cost of a Character this card is about to enter combat with :: Take control of that Character.	Once Potemkin's disciple, now his rival.		Chris Quilliams	Character	Jammers	Rare	N	 silverback revolutionary monkey leader 
Sidekick (3278)	criticalshift	sidekick_cs	Scrappy Teenager	2	{dra}	{dra}	2	0	0	Target another Character when this card enters play. Target gains +1 Fighting while this card is in play. When target is smoked, copy target's rules text onto this card until it leaves play.			Kevin Wasden	Character	Dragons	Common	N	 sidekick scrappy teenager 
Shadowy Mentor v2 (3275)	criticalshift	shadowy_mentor_cs	State	4	{asc}		0	0	0	You control subject Character. Subject gains the designator <Pledged>.	"I have done you many favors in the past, my young friend. Now I have one to ask in return..."		Dennis Detwiller	State	Ascended	Common	N	 shadowy mentor v2 
